Origin,Destination,Departure Date,Time,Airline,Price(USD)
SIN,DUB,2024-01-15,11:35 pm  –  8:45 pm+1,"Turkish Airlines, Aer Lingus",$506
SIN,DUB,2024-01-15,9:00 pm  –  8:45 pm+1,Multiple airlines,$514
SIN,DUB,2024-01-15,7:40 pm  –  8:45 pm+1,Multiple airlines,$514
SIN,DUB,2024-01-15,6:45 pm  –  8:45 pm+1,Multiple airlines,$514
SIN,LUX,2024-01-15,8:20 pm  –  4:25 pm+1,"Qatar Airways, Luxair",$548
SIN,LUX,2024-01-15,10:55 am  –  4:25 pm+1,"Qatar Airways, Luxair",$551
SIN,LUX,2024-01-15,12:05 am  –  10:10 am,SWISS,$589
SIN,LUX,2024-01-15,12:05 am  –  6:10 pm,SWISS,$589
SIN,LUX,2024-01-15,11:45 pm  –  9:00 am+1,Lufthansa,$591
SIN,LUX,2024-01-15,11:45 pm  –  4:30 pm+1,Lufthansa,$591
SIN,LUX,2024-01-15,8:20 pm  –  9:05 pm+1,"Qatar Airways, Luxair",$601
SIN,LUX,2024-01-15,10:55 am  –  9:05 pm+1,"Qatar Airways, Luxair",$610
SIN,LUX,2024-01-15,11:55 pm  –  10:10 am+1,Lufthansa,$611
SIN,LUX,2024-01-15,11:55 pm  –  1:45 pm+1,Lufthansa,$611
SIN,LUX,2024-01-15,11:55 pm  –  6:05 pm+1,Lufthansa,$611
SIN,LUX,2024-01-15,8:20 pm  –  10:20 pm+1,"Qatar Airways, Luxair",$616
SIN,LUX,2024-01-15,10:55 am  –  10:20 pm+1,"Qatar Airways, Luxair",$616
SIN,LUX,2024-01-15,8:20 pm  –  9:05 pm+1,"Qatar Airways, Luxair",$621
SIN,LUX,2024-01-15,10:55 am  –  9:05 pm+1,"Qatar Airways, Luxair",$624
SIN,AMS,2024-01-15,11:00 pm  –  5:15 pm+1,China Eastern,$296
SIN,AMS,2024-01-15,4:15 pm  –  5:15 pm+1,China Eastern,$296
SIN,AMS,2024-01-15,10:10 am  –  5:15 pm+1,China Eastern,$296
SIN,AMS,2024-01-15,8:30 pm  –  5:15 pm+1,"Citilink, China Eastern",$326
SIN,AMS,2024-01-15,9:15 pm  –  5:15 pm+1,"Indonesia AirAsia, China Eastern",$341
SIN,AMS,2024-01-15,2:35 pm  –  5:15 pm+1,"Indonesia AirAsia, China Eastern",$341
SIN,AMS,2024-01-15,3:45 pm  –  5:40 pm+1,XiamenAir,$356
SIN,AMS,2024-01-15,8:55 am  –  5:40 pm+1,XiamenAir,$356
SIN,AMS,2024-01-15,10:35 pm  –  5:15 pm+1,"AirAsia, China Eastern",$362
SIN,AMS,2024-01-15,8:30 pm  –  5:15 pm+1,"Jetstar Asia, China Eastern",$362
SIN,AMS,2024-01-15,7:40 pm  –  5:15 pm+1,"Jetstar Asia, China Eastern",$367
SIN,AMS,2024-01-15,9:00 pm  –  5:15 pm+1,"AirAsia, China Eastern",$368
SIN,AMS,2024-01-15,6:45 pm  –  5:15 pm+1,"AirAsia, China Eastern",$368
SIN,AMS,2024-01-15,4:35 pm  –  5:15 pm+1,"AirAsia, China Eastern",$368
SIN,AMS,2024-01-15,2:50 pm  –  5:15 pm+1,"AirAsia, China Eastern",$368
SIN,VIE,2024-01-15,7:15 pm  –  6:15 am+1,Etihad Airways,$300
SIN,VIE,2024-01-15,9:30 am  –  6:05 am+1,Air China,$375
SIN,VIE,2024-01-15,11:35 pm  –  8:30 am+1,Turkish Airlines,$430
SIN,VIE,2024-01-15,10:20 am  –  9:50 pm,Turkish Airlines,$430
SIN,VIE,2024-01-15,11:35 pm  –  1:05 pm+1,Turkish Airlines,$430
SIN,VIE,2024-01-15,11:35 pm  –  6:15 pm+1,Turkish Airlines,$430
SIN,VIE,2024-01-15,10:20 am  –  8:30 am+1,Turkish Airlines,$430
SIN,VIE,2024-01-15,11:35 pm  –  9:50 pm+1,Turkish Airlines,$430
SIN,VIE,2024-01-15,10:20 am  –  1:05 pm+1,Turkish Airlines,$430
SIN,VIE,2024-01-15,9:45 pm  –  1:50 am+2,Multiple airlines,$458
SIN,VIE,2024-01-15,9:45 pm  –  1:50 am+2,Multiple airlines,$481
SIN,VIE,2024-01-15,11:25 pm  –  1:50 am+2,Multiple airlines,$487
SIN,VIE,2024-01-15,7:40 pm  –  1:50 am+2,Multiple airlines,$487
SIN,VIE,2024-01-15,6:00 am  –  10:50 pm+1,Multiple airlines,$488
SIN,VIE,2024-01-15,7:40 pm  –  1:50 am+2,Multiple airlines,$489
SIN,FRA,2024-01-15,12:40 pm  –  5:45 am+2,China Eastern,$373
SIN,FRA,2024-01-15,12:40 pm  –  5:45 am+2,China Eastern,$373
SIN,FRA,2024-01-15,11:55 pm  –  5:15 pm+1,Air China,$375
SIN,FRA,2024-01-15,5:30 pm  –  5:05 pm+1,Air China,$375
SIN,FRA,2024-01-15,11:55 pm  –  6:15 am+2,Air China,$375
SIN,FRA,2024-01-15,9:30 am  –  5:15 pm+1,Air China,$375
SIN,FRA,2024-01-15,11:00 pm  –  5:45 am+2,China Eastern,$431
SIN,FRA,2024-01-15,12:25 am  –  5:45 am+1,China Eastern,$434
SIN,FRA,2024-01-15,8:20 pm  –  6:35 am+1,Qatar Airways,$452
SIN,FRA,2024-01-15,8:20 pm  –  1:25 pm+1,Qatar Airways,$452
SIN,FRA,2024-01-15,2:00 am  –  1:25 pm,Qatar Airways,$455
SIN,FRA,2024-01-15,2:00 am  –  7:10 pm,Qatar Airways,$455
SIN,FRA,2024-01-15,10:55 am  –  6:35 am+1,Qatar Airways,$455
SIN,FRA,2024-01-15,8:20 pm  –  7:10 pm+1,Qatar Airways,$455
SIN,FRA,2024-01-15,10:55 am  –  1:25 pm+1,Qatar Airways,$455
SIN,BUD,2024-01-15,12:25 am  –  12:25 am+1,"China Eastern, Wizz Air",$396
SIN,BUD,2024-01-15,11:00 pm  –  12:20 am+2,"China Eastern, Wizz Air",$453
SIN,BUD,2024-01-15,9:45 pm  –  1:20 am+2,Multiple airlines,$458
SIN,BUD,2024-01-15,4:15 pm  –  12:00 pm+1,"China Eastern, Wizz Air",$465
SIN,BUD,2024-01-15,11:55 pm  –  12:20 am+2,"Air China, Wizz Air",$467
SIN,BUD,2024-01-15,11:00 pm  –  11:25 pm+1,"China Eastern, Wizz Air",$468
SIN,BUD,2024-01-15,8:20 am  –  1:20 am+2,Multiple airlines,$475
SIN,BUD,2024-01-15,8:20 am  –  1:20 am+2,Multiple airlines,$480
SIN,BUD,2024-01-15,9:45 pm  –  1:20 am+2,Multiple airlines,$481
SIN,BUD,2024-01-15,10:55 am  –  1:50 am+1,"Qatar Airways, Wizz Air",$492
SIN,BUD,2024-01-15,7:15 pm  –  2:45 pm+1,"Etihad Airways, Air Serbia",$502
SIN,BUD,2024-01-15,5:50 pm  –  12:10 pm+1,"China Southern, LOT",$534
SIN,BUD,2024-01-15,7:15 am  –  12:25 am+1,Multiple airlines,$535
SIN,BUD,2024-01-15,10:55 am  –  1:50 am+1,"Qatar Airways, Wizz Air",$536
SIN,BUD,2024-01-15,11:35 pm  –  2:40 pm+1,"Turkish Airlines, Wizz Air",$538
SIN,BTS,2024-01-15,7:15 pm  –  8:41 am+1,"Etihad Airways, FlixBus",$343
SIN,BTS,2024-01-15,7:15 pm  –  3:40 pm+2,Multiple airlines,$448
SIN,BTS,2024-01-15,11:00 pm  –  3:40 pm+2,"China Eastern, Wizz Air UK",$449
SIN,BTS,2024-01-15,5:00 pm  –  3:40 pm+2,Multiple airlines,$453
SIN,BTS,2024-01-15,7:15 pm  –  3:40 pm+2,Multiple airlines,$465
SIN,BTS,2024-01-15,7:15 pm  –  3:40 pm+2,Multiple airlines,$467
SIN,BTS,2024-01-15,4:00 pm  –  3:40 pm+2,"Air China, Wizz Air UK",$467
SIN,BTS,2024-01-15,10:35 pm  –  3:40 pm+2,Multiple airlines,$468
SIN,BTS,2024-01-15,6:45 pm  –  3:40 pm+2,Multiple airlines,$472
SIN,BTS,2024-01-15,6:45 pm  –  3:40 pm+2,Multiple airlines,$472
SIN,BTS,2024-01-15,4:35 pm  –  3:40 pm+2,Multiple airlines,$472
SIN,BTS,2024-01-15,11:35 pm  –  3:40 pm+2,"Turkish Airlines, Wizz Air UK",$476
SIN,BTS,2024-01-15,7:40 pm  –  3:40 pm+2,Multiple airlines,$477
SIN,BTS,2024-01-15,7:40 pm  –  3:40 pm+2,Multiple airlines,$477
SIN,BTS,2024-01-15,11:00 pm  –  3:40 pm+2,Multiple airlines,$491
SIN,ZRH,2024-01-15,7:15 pm  –  6:30 am+1,Etihad Airways,$300
SIN,ZRH,2024-01-15,6:00 am  –  7:05 pm,"Malaysia Airlines, Oman Air",$428
SIN,ZRH,2024-01-15,7:15 pm  –  4:50 pm+1,"Etihad Airways, Air Malta",$456
SIN,ZRH,2024-01-15,11:35 pm  –  9:50 am+1,Turkish Airlines,$459
SIN,ZRH,2024-01-15,11:35 pm  –  1:35 pm+1,Turkish Airlines,$459
SIN,ZRH,2024-01-15,11:35 pm  –  6:00 pm+1,Turkish Airlines,$459
SIN,ZRH,2024-01-15,11:35 pm  –  10:10 pm+1,Turkish Airlines,$459
SIN,ZRH,2024-01-15,10:20 am  –  9:50 am+1,Turkish Airlines,$459
SIN,ZRH,2024-01-15,10:20 am  –  1:35 pm+1,Turkish Airlines,$459
SIN,ZRH,2024-01-15,10:20 am  –  6:00 pm+1,Turkish Airlines,$459
SIN,ZRH,2024-01-15,7:15 pm  –  7:45 pm+1,"Etihad Airways, Scandinavian Airlines",$478
SIN,ZRH,2024-01-15,8:20 pm  –  1:40 pm+1,Qatar Airways,$480
SIN,ZRH,2024-01-15,8:20 pm  –  7:00 am+1,Qatar Airways,$481
SIN,ZRH,2024-01-15,2:00 am  –  1:40 pm,Qatar Airways,$483
SIN,ZRH,2024-01-15,10:55 am  –  7:00 am+1,Qatar Airways,$483
SIN,ATH,2024-01-15,11:35 pm  –  8:15 pm+1,Turkish Airlines,$371
SIN,ATH,2024-01-15,10:20 am  –  8:30 am+1,Turkish Airlines,$371
SIN,ATH,2024-01-15,11:35 pm  –  8:30 am+1,Turkish Airlines,$372
SIN,ATH,2024-01-15,10:20 am  –  8:15 pm,Turkish Airlines,$372
SIN,ATH,2024-01-15,11:35 pm  –  2:30 pm+1,Turkish Airlines,$372
SIN,ATH,2024-01-15,8:20 pm  –  11:50 am+1,Qatar Airways,$432
SIN,ATH,2024-01-15,2:00 am  –  5:55 pm,Qatar Airways,$432
SIN,ATH,2024-01-15,7:15 pm  –  5:00 pm+1,"Etihad Airways, Pegasus Airlines",$443
SIN,ATH,2024-01-15,9:20 pm  –  11:50 am+1,Qatar Airways,$487
SIN,ATH,2024-01-15,7:30 pm  –  11:50 am+1,Qatar Airways,$487
SIN,ATH,2024-01-15,5:25 pm  –  11:50 am+1,Qatar Airways,$487
SIN,ATH,2024-01-15,5:25 pm  –  11:50 am+1,Qatar Airways,$487
SIN,ATH,2024-01-15,1:40 pm  –  11:50 am+1,Qatar Airways,$487
SIN,ATH,2024-01-15,1:40 pm  –  11:50 am+1,Qatar Airways,$487
SIN,ATH,2024-01-15,7:15 am  –  6:10 pm+1,Multiple airlines,$487
SIN,MLA,2024-01-15,7:15 pm  –  10:30 pm+1,"Etihad Airways, Air Malta",$355
SIN,MLA,2024-01-15,4:25 pm  –  11:30 am+1,"Sichuan Airlines, Air Malta",$397
SIN,MLA,2024-01-15,7:15 pm  –  12:50 pm+1,"Etihad Airways, Air Malta",$404
SIN,MLA,2024-01-15,11:35 pm  –  4:10 pm+1,"Turkish Airlines, Air Malta",$453
SIN,MLA,2024-01-15,7:40 pm  –  2:40 pm+1,Multiple airlines,$524
SIN,MLA,2024-01-15,8:20 pm  –  11:30 am+1,"Qatar Airways, Air Malta",$527
SIN,MLA,2024-01-15,11:35 pm  –  5:05 pm+1,"Turkish Airlines, Air Malta",$531
SIN,MLA,2024-01-15,7:15 am  –  10:30 pm,Multiple airlines,$536
SIN,MLA,2024-01-15,6:00 am  –  10:30 pm,Multiple airlines,$540
SIN,MLA,2024-01-15,8:20 pm  –  2:40 pm+1,"Qatar Airways, Air Malta",$552
SIN,MLA,2024-01-15,2:00 am  –  9:10 pm,"Qatar Airways, Air Malta",$552
SIN,MLA,2024-01-15,10:55 am  –  10:30 pm,"Qatar Airways, Air Malta",$554
SIN,MLA,2024-01-15,8:20 pm  –  11:30 am+1,Qatar Airways,$559
SIN,MLA,2024-01-15,11:35 pm  –  12:50 pm+1,"Turkish Airlines, Air Malta",$560
SIN,MLA,2024-01-15,11:45 pm  –  2:40 pm+1,Lufthansa,$571
SIN,LIS,2024-01-15,10:20 am  –  10:35 am+1,Turkish Airlines,$541
SIN,LIS,2024-01-15,10:20 am  –  3:20 pm+1,Turkish Airlines,$541
SIN,LIS,2024-01-15,12:05 am  –  11:30 am,SWISS,$580
SIN,LIS,2024-01-15,12:05 am  –  2:35 pm,SWISS,$580
SIN,LIS,2024-01-15,11:45 pm  –  1:20 pm+1,Lufthansa,$581
SIN,LIS,2024-01-15,11:55 pm  –  11:15 am+1,Lufthansa,$600
SIN,LIS,2024-01-15,11:55 pm  –  3:00 pm+1,Lufthansa,$600
SIN,LIS,2024-01-15,12:05 am  –  1:30 pm,SWISS,$610
SIN,LIS,2024-01-15,12:05 am  –  1:30 pm,SWISS,$610
SIN,LIS,2024-01-15,10:55 am  –  9:55 am+1,Qatar Airways,$633
SIN,LIS,2024-01-15,12:05 am  –  8:05 am+1,SWISS,$634
SIN,LIS,2024-01-15,11:45 pm  –  11:15 am+1,Lufthansa,$667
SIN,LIS,2024-01-15,11:45 pm  –  3:00 pm+1,Lufthansa,$667
SIN,LIS,2024-01-15,11:45 pm  –  3:00 pm+1,Lufthansa,$667
SIN,LIS,2024-01-15,12:05 am  –  12:45 pm+1,SWISS,$671
SIN,LJU,2024-01-15,7:15 pm  –  2:34 pm+1,"Etihad Airways, FlixBus",$365
SIN,LJU,2024-01-15,10:20 am  –  6:40 pm,Turkish Airlines,$583
SIN,LJU,2024-01-15,11:35 pm  –  8:20 am+1,Turkish Airlines,$583
SIN,LJU,2024-01-15,7:15 pm  –  2:10 pm+1,"Etihad Airways, SWISS",$665
SIN,LJU,2024-01-15,6:45 pm  –  8:20 am+1,"AirAsia, Turkish Airlines",$673
SIN,LJU,2024-01-15,4:35 pm  –  8:20 am+1,"AirAsia, Turkish Airlines",$673
SIN,LJU,2024-01-15,7:15 am  –  6:40 pm,"Jetstar Asia, Turkish Airlines",$674
SIN,LJU,2024-01-15,7:40 pm  –  8:20 am+1,"Jetstar Asia, Turkish Airlines",$678
SIN,LJU,2024-01-15,7:30 pm  –  8:20 am+1,"Malaysia Airlines, Turkish Airlines",$704
SIN,LJU,2024-01-15,12:05 am  –  2:05 pm,SWISS,$729
SIN,LJU,2024-01-15,11:55 pm  –  6:40 pm+1,Multiple airlines,$737
SIN,LJU,2024-01-15,5:00 pm  –  8:20 am+1,"Batik Air, Turkish Airlines",$742
SIN,LJU,2024-01-15,11:55 pm  –  10:00 am+1,Lufthansa,$749
SIN,LJU,2024-01-15,11:45 pm  –  10:00 am+1,Lufthansa,$758
SIN,LJU,2024-01-15,9:00 pm  –  8:20 am+1,"Thai Airways, Turkish Airlines",$815
SIN,CPH,2024-01-15,7:15 pm  –  10:40 pm+1,"Etihad Airways, Austrian Airlines",$414
SIN,CPH,2024-01-15,7:15 pm  –  9:05 am+1,"Etihad Airways, Austrian Airlines",$467
SIN,CPH,2024-01-15,11:35 pm  –  10:00 am+1,Turkish Airlines,$471
SIN,CPH,2024-01-15,11:35 pm  –  1:15 pm+1,Turkish Airlines,$471
SIN,CPH,2024-01-15,11:35 pm  –  5:05 pm+1,Turkish Airlines,$471
SIN,CPH,2024-01-15,7:15 pm  –  12:10 pm+1,"Etihad Airways, Scandinavian Airlines",$488
SIN,CPH,2024-01-15,7:15 pm  –  2:00 pm+1,"Etihad Airways, SWISS",$494
SIN,CPH,2024-01-15,7:15 pm  –  2:00 pm+1,"Etihad Airways, SWISS",$494
SIN,CPH,2024-01-15,7:15 pm  –  12:05 pm+1,"Etihad Airways, Scandinavian Airlines",$498
SIN,CPH,2024-01-15,7:15 pm  –  12:35 pm+1,"Etihad Airways, Lufthansa",$503
SIN,CPH,2024-01-15,10:55 am  –  8:25 pm,Qatar Airways,$517
SIN,CPH,2024-01-15,2:00 am  –  8:25 pm,Qatar Airways,$517
SIN,CPH,2024-01-15,5:50 pm  –  1:20 pm+1,"China Southern, Scandinavian Airlines",$525
SIN,CPH,2024-01-15,2:00 am  –  1:10 pm,Qatar Airways,$542
SIN,CPH,2024-01-15,11:35 pm  –  2:15 pm+1,"Turkish Airlines, Norwegian",$543
SIN,TLL,2024-01-15,11:35 pm  –  5:50 pm+1,Turkish Airlines,$581
SIN,TLL,2024-01-15,10:20 am  –  5:50 pm+1,Turkish Airlines,$581
SIN,TLL,2024-01-15,8:20 pm  –  4:15 pm+1,"Qatar Airways, Scandinavian Airlines",$654
SIN,TLL,2024-01-15,11:55 pm  –  5:10 pm+1,Lufthansa,$749
SIN,TLL,2024-01-15,11:55 pm  –  11:55 pm+1,Lufthansa,$762
SIN,TLL,2024-01-15,10:45 pm  –  8:00 am+1,Finnair,$784
SIN,TLL,2024-01-15,10:45 pm  –  10:10 am+1,Finnair,$784
SIN,TLL,2024-01-15,10:45 pm  –  2:15 pm+1,Finnair,$784
SIN,TLL,2024-01-15,10:45 pm  –  3:10 pm+1,Finnair,$784
SIN,TLL,2024-01-15,10:45 pm  –  6:00 pm+1,Finnair,$784
SIN,TLL,2024-01-15,10:45 pm  –  12:25 am+2,Finnair,$784
SIN,TLL,2024-01-15,11:45 pm  –  5:10 pm+1,Lufthansa,$816
SIN,TLL,2024-01-15,11:45 pm  –  5:10 pm+1,Lufthansa,$816
SIN,TLL,2024-01-15,11:45 pm  –  11:55 pm+1,Lufthansa,$816
SIN,TLL,2024-01-15,11:45 pm  –  11:55 pm+1,Lufthansa,$816
SIN,REK,2024-01-15,11:55 pm  –  2:10 pm+1,Lufthansa,$751
SIN,REK,2024-01-15,11:45 pm  –  2:10 pm+1,Lufthansa,$759
SIN,REK,2024-01-15,11:05 pm  –  10:55 am+1,British Airways,$766
SIN,REK,2024-01-15,11:45 pm  –  2:10 pm+1,Lufthansa,$876
SIN,REK,2024-01-15,10:55 am  –  10:55 am+1,Qatar Airways,$884
SIN,REK,2024-01-15,10:55 am  –  10:55 am+1,Qatar Airways,$884
SIN,REK,2024-01-15,2:00 am  –  10:55 am+1,Qatar Airways,$884
SIN,REK,2024-01-15,2:00 am  –  10:55 am+1,Qatar Airways,$884
SIN,REK,2024-01-15,2:00 am  –  10:55 am+1,Qatar Airways,$884
SIN,REK,2024-01-15,8:20 pm  –  10:45 am+2,Qatar Airways,$884
SIN,REK,2024-01-15,8:20 pm  –  10:45 am+2,Qatar Airways,$884
SIN,REK,2024-01-15,8:20 pm  –  10:45 am+2,Qatar Airways,$884
SIN,REK,2024-01-15,2:00 am  –  10:55 am+1,Qatar Airways,$887
SIN,REK,2024-01-15,8:20 pm  –  10:45 am+2,Qatar Airways,$887
SIN,REK,2024-01-15,8:20 pm  –  10:45 am+2,Qatar Airways,$887
SIN,RIX,2024-01-15,9:00 pm  –  3:00 pm+1,"Emirates, airBaltic",$681
SIN,RIX,2024-01-15,11:35 pm  –  5:55 pm+1,Turkish Airlines,$732
SIN,RIX,2024-01-15,10:20 am  –  5:55 pm+1,Turkish Airlines,$732
SIN,RIX,2024-01-15,8:20 pm  –  10:45 am+1,"Qatar Airways, airBaltic",$748
SIN,RIX,2024-01-15,11:55 pm  –  2:05 pm+1,Lufthansa,$749
SIN,RIX,2024-01-15,8:20 pm  –  11:10 am+1,"Qatar Airways, airBaltic",$780
SIN,RIX,2024-01-15,10:45 pm  –  8:55 am+1,Finnair,$784
SIN,RIX,2024-01-15,10:45 pm  –  1:10 pm+1,Finnair,$784
SIN,RIX,2024-01-15,10:45 pm  –  5:40 pm+1,Finnair,$784
SIN,RIX,2024-01-15,11:45 pm  –  2:05 pm+1,Lufthansa,$823
SIN,RIX,2024-01-15,8:20 pm  –  12:05 pm+1,"Qatar Airways, airBaltic",$840
SIN,RIX,2024-01-15,11:05 pm  –  7:05 pm+1,British Airways,$893
SIN,RIX,2024-01-15,9:00 pm  –  12:05 pm+1,Austrian Airlines,$925
SIN,RIX,2024-01-15,11:05 pm  –  2:10 pm+1,British Airways,$927
SIN,RIX,2024-01-15,11:05 pm  –  5:40 pm+1,British Airways,$955
SIN,VNO,2024-01-15,11:35 pm  –  7:05 pm+1,Turkish Airlines,$582
SIN,VNO,2024-01-15,10:20 am  –  11:05 am+1,Turkish Airlines,$582
SIN,VNO,2024-01-15,10:20 am  –  7:05 pm+1,Turkish Airlines,$582
SIN,VNO,2024-01-15,11:55 pm  –  11:45 pm+1,Lufthansa,$763
SIN,VNO,2024-01-15,10:45 pm  –  9:20 am+1,Finnair,$784
SIN,VNO,2024-01-15,10:45 pm  –  12:55 pm+1,Finnair,$784
SIN,VNO,2024-01-15,3:55 pm  –  11:05 am+1,"Thai Airways, Turkish Airlines",$885
SIN,VNO,2024-01-15,9:00 pm  –  7:05 pm+1,"Thai Airways, Turkish Airlines",$885
SIN,VNO,2024-01-15,12:25 pm  –  11:05 am+1,"Thai Airways, Turkish Airlines",$885
SIN,VNO,2024-01-15,9:00 pm  –  11:05 am+1,"Thai Airways, Turkish Airlines",$886
SIN,VNO,2024-01-15,10:45 pm  –  6:15 pm+1,Finnair,$940
SIN,VNO,2024-01-15,8:20 pm  –  5:25 pm+1,"Qatar Airways, Scandinavian Airlines",$945
SIN,VNO,2024-01-15,2:00 am  –  10:00 pm,"Qatar Airways, airBaltic","$1,033"
SIN,VNO,2024-01-15,8:20 pm  –  10:00 pm+1,"Qatar Airways, airBaltic","$1,043"
SIN,VNO,2024-01-15,10:55 am  –  10:00 pm+1,"Qatar Airways, airBaltic","$1,045"
SIN,SYD,2024-01-15,5:50 pm  –  9:20 pm+1,"Indonesia AirAsia, Virgin Australia",$353
SIN,SYD,2024-01-15,4:15 pm  –  8:25 pm+1,"Indonesia AirAsia, Virgin Australia",$360
SIN,SYD,2024-01-15,4:15 pm  –  8:55 pm+1,"Indonesia AirAsia, Virgin Australia",$360
SIN,SYD,2024-01-15,4:15 pm  –  9:20 pm+1,"Indonesia AirAsia, Virgin Australia",$361
SIN,SYD,2024-01-15,12:15 pm  –  8:25 pm+1,"Indonesia AirAsia, Virgin Australia",$368
SIN,SYD,2024-01-15,12:15 pm  –  8:55 pm+1,"Indonesia AirAsia, Virgin Australia",$368
SIN,SYD,2024-01-15,12:15 pm  –  9:20 pm+1,"Indonesia AirAsia, Virgin Australia",$369
SIN,SYD,2024-01-15,4:30 pm  –  8:25 pm+1,"Batik Air, Virgin Australia",$371
SIN,SYD,2024-01-15,10:35 am  –  7:25 am+1,"Indonesia AirAsia, Virgin Australia",$376
SIN,SYD,2024-01-15,10:40 am  –  7:25 am+1,"Scoot, Virgin Australia",$402
SIN,SYD,2024-01-15,2:15 pm  –  10:15 am+1,Philippine Airlines,$408
SIN,SYD,2024-01-15,10:35 am  –  10:15 am+1,Philippine Airlines,$408
SIN,SYD,2024-01-15,12:20 am  –  10:15 am+1,Philippine Airlines,$408
SIN,SYD,2024-01-15,3:35 pm  –  7:25 am+1,"Jetstar Asia, Jetstar",$517
SIN,SYD,2024-01-15,8:00 pm  –  10:15 am+2,Philippine Airlines,$520
SIN,ALG,2024-01-15,7:15 pm  –  3:45 pm+1,"Etihad Airways, TUI Fly Belgium",$392
SIN,ALG,2024-01-15,7:15 pm  –  5:05 pm+1,"Etihad Airways, ITA Airways",$481
SIN,ALG,2024-01-15,7:15 pm  –  5:05 pm+1,"Etihad Airways, ITA Airways",$500
SIN,ALG,2024-01-15,5:00 pm  –  8:35 pm+1,"SAUDIA, Air Algerie",$502
SIN,ALG,2024-01-15,5:00 pm  –  1:40 pm+1,"SAUDIA, Tunisair",$524
SIN,ALG,2024-01-15,7:15 pm  –  5:05 pm+1,"Etihad Airways, ITA Airways",$568
SIN,ALG,2024-01-15,10:10 am  –  1:40 pm+1,"China Eastern, SAUDIA",$580
SIN,ALG,2024-01-15,9:00 pm  –  8:40 pm+1,Multiple airlines,$599
SIN,ALG,2024-01-15,7:40 pm  –  8:40 pm+1,Multiple airlines,$599
SIN,ALG,2024-01-15,6:45 pm  –  8:40 pm+1,Multiple airlines,$599
SIN,ALG,2024-01-15,4:35 pm  –  8:40 pm+1,Multiple airlines,$599
SIN,ALG,2024-01-15,2:50 pm  –  8:40 pm+1,Multiple airlines,$599
SIN,ALG,2024-01-15,11:45 pm  –  12:35 am+2,Lufthansa,$609
SIN,ALG,2024-01-15,11:45 pm  –  12:35 am+2,Lufthansa,$609
SIN,ALG,2024-01-15,11:45 pm  –  12:35 am+2,Lufthansa,$609
SIN,BJL,2024-01-15,8:20 pm  –  1:30 am+2,Qatar Airways,$773
SIN,BJL,2024-01-15,10:55 am  –  1:30 am+2,Qatar Airways,$773
SIN,BJL,2024-01-15,2:00 am  –  1:30 am+2,Qatar Airways,$775
SIN,BJL,2024-01-15,8:20 pm  –  1:30 am+2,"Qatar Airways, Royal Air Maroc",$820
SIN,BJL,2024-01-15,10:55 am  –  1:30 am+2,"Qatar Airways, Royal Air Maroc",$820
SIN,BJL,2024-01-15,2:00 am  –  1:30 am+2,"Qatar Airways, Royal Air Maroc",$822
SIN,BJL,2024-01-15,2:00 am  –  5:50 pm,Ethiopian Air,"$1,763"
SIN,BJL,2024-01-15,2:00 am  –  6:00 pm+1,Ethiopian Air,"$1,971"
SIN,BJL,2024-01-15,2:00 am  –  1:30 am+1,"Qatar Airways, Royal Air Maroc","$2,131"
SIN,BJL,2024-01-15,12:05 am  –  7:10 pm,SWISS,"$2,631"
SIN,BJL,2024-01-15,12:05 am  –  7:10 pm,SWISS,"$2,631"
SIN,BJL,2024-01-15,12:05 am  –  7:10 pm,SWISS,"$2,631"
SIN,BJL,2024-01-15,12:05 am  –  7:10 pm,SWISS,"$2,631"
SIN,BJL,2024-01-15,12:05 am  –  4:30 pm+1,SWISS,"$2,644"
SIN,BJL,2024-01-15,12:05 am  –  4:30 pm+1,SWISS,"$2,644"
SIN,LOS,2024-01-15,5:00 pm  –  9:00 am+2,"SAUDIA, Qatar Airways",$592
SIN,LOS,2024-01-15,5:00 pm  –  4:10 pm+1,"SAUDIA, Qatar Airways",$625
SIN,LOS,2024-01-15,11:00 am  –  4:10 pm+1,"IndiGo, Qatar Airways",$662
SIN,LOS,2024-01-15,7:15 pm  –  4:10 pm+1,"Etihad Airways, Qatar Airways",$704
SIN,LOS,2024-01-15,9:00 pm  –  4:10 pm+1,"Emirates, Qatar Airways",$759
SIN,LOS,2024-01-15,9:00 pm  –  12:25 pm+1,"Emirates, Ethiopian Air",$765
SIN,LOS,2024-01-15,5:00 pm  –  12:25 pm+1,"Batik Air, Ethiopian Air",$784
SIN,LOS,2024-01-15,5:25 pm  –  12:25 pm+1,Multiple airlines,$786
SIN,LOS,2024-01-15,9:00 pm  –  12:25 pm+1,"Thai Vietjet Air, Ethiopian Air",$904
SIN,LOS,2024-01-15,11:55 pm  –  5:45 pm+1,Lufthansa,$935
SIN,LOS,2024-01-15,12:05 am  –  5:45 pm,SWISS,$945
SIN,LOS,2024-01-15,12:05 am  –  5:45 pm,SWISS,$945
SIN,LOS,2024-01-15,11:45 pm  –  5:45 pm+1,Lufthansa,$945
SIN,LOS,2024-01-15,11:45 pm  –  5:45 pm+1,Lufthansa,$945
SIN,LOS,2024-01-15,11:45 pm  –  5:45 pm+1,Lufthansa,$945
SIN,ADD,2024-01-15,5:00 pm  –  4:15 am+1,SAUDIA,$326
